station_id,window_start_vehicle,window_end_vehicle,window_start_time,window_end_time,n_observations,anomaly_score,anomaly_status,key_signals
S13,261,280,2026-01-05 12:47:27.789271,2026-01-05 13:16:16.928879,20,0.4333,LOW,none
S13,281,300,2026-01-05 13:17:23.497072,2026-01-05 13:45:11.730447,20,0.4726,LOW,none
S13,301,320,2026-01-05 13:47:22.294452,2026-01-05 14:17:01.408854,20,0.4599,LOW,cycle_time variability increasing
S13,321,340,2026-01-05 14:17:50.338421,2026-01-05 14:46:03.855818,20,0.3816,LOW,none
S13,341,360,2026-01-05 14:47:17.300984,2026-01-05 15:16:32.396952,20,0.4543,LOW,none
S13,361,380,2026-01-05 15:17:45.228293,2026-01-05 15:45:26.836803,20,0.4694,LOW,none
S13,381,400,2026-01-05 15:47:28.314161,2026-01-05 16:16:11.809564,20,0.4335,LOW,none
S14,1,20,2026-01-05 06:18:33.526832,2026-01-05 06:47:09.248844,20,0.2686,LOW,none
S14,21,40,2026-01-05 06:48:44.521665,2026-01-05 07:16:58.229700,20,0.2989,LOW,none
S14,41,60,2026-01-05 07:19:14.946968,2026-01-05 07:47:41.634142,20,0.4189,LOW,none
S14,61,80,2026-01-05 07:48:28.128271,2026-01-05 08:17:17.345213,20,0.3658,LOW,none
S14,81,100,2026-01-05 08:19:03.548337,2026-01-05 08:46:48.846551,20,0.4089,LOW,none
S14,101,120,2026-01-05 08:48:42.996881,2026-01-05 09:17:07.984141,20,0.3103,LOW,none
S14,121,140,2026-01-05 09:18:35.012852,2026-01-05 09:47:53.763248,20,0.3963,LOW,none
S14,141,160,2026-01-05 09:48:58.394057,2026-01-05 10:17:50.032692,20,0.3703,LOW,none
S14,161,180,2026-01-05 10:18:51.668824,2026-01-05 10:47:11.889053,20,0.3353,LOW,none
S14,181,200,2026-01-05 10:48:41.348545,2026-01-05 11:17:30.504008,20,0.3855,LOW,none
S14,201,220,2026-01-05 11:19:34.975862,2026-01-05 11:47:48.325597,20,0.2979,LOW,none
S14,221,240,2026-01-05 11:49:07.376141,2026-01-05 12:17:12.207504,20,0.3706,LOW,none
S14,241,260,2026-01-05 12:19:18.605523,2026-01-05 12:47:25.251037,20,0.4223,LOW,none
S14,261,280,2026-01-05 12:49:11.203199,2026-01-05 13:17:51.226631,20,0.349,LOW,none
S14,281,300,2026-01-05 13:19:07.183408,2026-01-05 13:46:39.725959,20,0.3448,LOW,none
S14,301,320,2026-01-05 13:48:53.480029,2026-01-05 14:18:30.516860,20,0.4366,LOW,none
S14,321,340,2026-01-05 14:19:22.237807,2026-01-05 14:47:40.766691,20,0.3423,LOW,none
S14,341,360,2026-01-05 14:48:49.565471,2026-01-05 15:18:18.896748,20,0.3673,LOW,none
S14,361,380,2026-01-05 15:19:20.555142,2026-01-05 15:47:12.985840,20,0.3716,LOW,none
S14,381,400,2026-01-05 15:49:03.563144,2026-01-05 16:17:49.373085,20,0.3248,LOW,none
S15,1,20,2026-01-05 06:20:24.233612,2026-01-05 06:48:46.280177,20,0.3585,LOW,none
S15,21,40,2026-01-05 06:50:24.381037,2026-01-05 07:18:35.862963,20,0.3214,LOW,none
S15,41,60,2026-01-05 07:20:37.265169,2026-01-05 07:49:22.488156,20,0.3607,LOW,none
S15,61,80,2026-01-05 07:50:12.407380,2026-01-05 08:18:56.614464,20,0.3782,LOW,none
S15,81,100,2026-01-05 08:20:41.563556,2026-01-05 08:48:24.711937,20,0.3122,LOW,none
S15,101,120,2026-01-05 08:50:25.624186,2026-01-05 09:18:45.752456,20,0.3547,LOW,none
S15,121,140,2026-01-05 09:20:14.723899,2026-01-05 09:49:23.832107,20,0.3451,LOW,none
S15,141,160,2026-01-05 09:50:46.710640,2026-01-05 10:19:33.055717,20,0.3232,LOW,none
S15,161,180,2026-01-05 10:20:31.201139,2026-01-05 10:48:54.678228,20,0.3822,LOW,none
S15,181,200,2026-01-05 10:50:19.375161,2026-01-05 11:19:05.007559,20,0.3897,LOW,none
S15,201,220,2026-01-05 11:21:18.315306,2026-01-05 11:49:25.102816,20,0.2948,LOW,none
S15,221,240,2026-01-05 11:50:42.716443,2026-01-05 12:18:53.863596,20,0.3803,LOW,none
S15,241,260,2026-01-05 12:21:02.964232,2026-01-05 12:49:15.279102,20,0.3069,LOW,none
S15,261,280,2026-01-05 12:50:50.480533,2026-01-05 13:19:31.628181,20,0.3621,LOW,none
S15,281,300,2026-01-05 13:20:56.930772,2026-01-05 13:48:22.758812,20,0.3386,LOW,none
S15,301,320,2026-01-05 13:50:33.616965,2026-01-05 14:20:12.675233,20,0.4205,LOW,none
S15,321,340,2026-01-05 14:21:05.703181,2026-01-05 14:49:29.950539,20,0.3833,LOW,none
S15,341,360,2026-01-05 14:50:27.058693,2026-01-05 15:19:53.478803,20,0.3604,LOW,none
S15,361,380,2026-01-05 15:20:58.523013,2026-01-05 15:48:53.083171,20,0.3841,LOW,none
S15,381,400,2026-01-05 15:50:48.076782,2026-01-05 16:19:33.300343,20,0.4427,MEDIUM,none
S16,1,20,2026-01-05 06:21:43.170921,2026-01-05 06:50:13.314973,20,0.3561,LOW,none
S16,21,40,2026-01-05 06:51:42.949306,2026-01-05 07:20:02.086399,20,0.337,LOW,none
S16,41,60,2026-01-05 07:22:03.694356,2026-01-05 07:50:45.581189,20,0.2996,LOW,none
S16,61,80,2026-01-05 07:51:36.244126,2026-01-05 08:20:16.369780,20,0.3183,LOW,none
S16,81,100,2026-01-05 08:22:07.661179,2026-01-05 08:49:50.125364,20,0.265,LOW,none
S16,101,120,2026-01-05 08:51:49.495900,2026-01-05 09:20:07.665583,20,0.3326,LOW,none
S16,121,140,2026-01-05 09:21:41.227040,2026-01-05 09:50:42.128138,20,0.3089,LOW,none
S16,141,160,2026-01-05 09:52:13.359820,2026-01-05 10:20:56.828695,20,0.2818,LOW,none
S16,161,180,2026-01-05 10:22:05.733256,2026-01-05 10:50:19.848550,20,0.3212,LOW,none
S16,181,200,2026-01-05 10:51:39.338638,2026-01-05 11:20:38.028149,20,0.3239,LOW,none
S16,201,220,2026-01-05 11:22:42.129104,2026-01-05 11:50:55.903079,20,0.2577,LOW,none
S16,221,240,2026-01-05 11:52:04.771177,2026-01-05 12:20:23.942726,20,0.2981,LOW,none
S16,241,260,2026-01-05 12:22:26.932536,2026-01-05 12:50:36.075861,20,0.2419,LOW,none
S16,261,280,2026-01-05 12:52:17.188956,2026-01-05 13:20:58.561122,20,0.261,LOW,none
S16,281,300,2026-01-05 13:22:22.915475,2026-01-05 13:50:00.961832,20,0.2897,LOW,none
S16,301,320,2026-01-05 13:52:02.555683,2026-01-05 14:21:33.938006,20,0.2817,LOW,none
S16,321,340,2026-01-05 14:22:31.125317,2026-01-05 14:50:55.346797,20,0.3025,LOW,none
S16,341,360,2026-01-05 14:51:56.186574,2026-01-05 15:21:13.123263,20,0.248,LOW,none
S16,361,380,2026-01-05 15:22:37.572739,2026-01-05 15:50:15.981556,20,0.2374,LOW,none
S16,381,400,2026-01-05 15:52:16.923451,2026-01-05 16:21:02.495455,20,0.3016,LOW,none
S17,1,20,2026-01-05 06:23:13.845085,2026-01-05 06:51:43.319288,20,0.3121,LOW,none
S17,21,40,2026-01-05 06:53:16.066347,2026-01-05 07:21:28.958253,20,0.3752,LOW,none
S17,41,60,2026-01-05 07:23:24.291129,2026-01-05 07:52:18.941567,20,0.372,LOW,none
S17,61,80,2026-01-05 07:53:01.671473,2026-01-05 08:21:40.625783,20,0.3462,LOW,none
S17,81,100,2026-01-05 08:23:43.196745,2026-01-05 08:51:16.754874,20,0.3252,LOW,none
S17,101,120,2026-01-05 08:53:21.363363,2026-01-05 09:21:32.283027,20,0.418,LOW,none
S17,121,140,2026-01-05 09:23:03.169497,2026-01-05 09:52:16.931541,20,0.4218,LOW,none
S17,141,160,2026-01-05 09:53:43.979201,2026-01-05 10:22:31.497819,20,0.3942,LOW,none
S17,161,180,2026-01-05 10:23:32.730405,2026-01-05 10:51:43.597566,20,0.3563,LOW,none
S17,181,200,2026-01-05 10:53:04.247426,2026-01-05 11:22:11.009695,20,0.4367,LOW,none
S17,201,220,2026-01-05 11:24:09.415919,2026-01-05 11:52:31.187219,20,0.336,LOW,none
S17,221,240,2026-01-05 11:53:34.307313,2026-01-05 12:21:57.658059,20,0.4022,LOW,none
S17,241,260,2026-01-05 12:23:56.032194,2026-01-05 12:52:11.065010,20,0.365,LOW,none
S17,261,280,2026-01-05 12:53:48.162333,2026-01-05 13:22:28.968728,20,0.3559,LOW,none
S17,281,300,2026-01-05 13:23:55.990632,2026-01-05 13:51:31.162903,20,0.4534,LOW,none
S17,301,320,2026-01-05 13:53:31.254259,2026-01-05 14:23:03.843851,20,0.4172,LOW,none
S17,321,340,2026-01-05 14:23:59.435261,2026-01-05 14:52:14.911779,20,0.3882,LOW,none
S17,341,360,2026-01-05 14:53:20.335314,2026-01-05 15:22:41.302692,20,0.3732,LOW,none
S17,361,380,2026-01-05 15:24:02.218338,2026-01-05 15:51:42.054655,20,0.3654,LOW,none
S17,381,400,2026-01-05 15:53:43.152612,2026-01-05 16:22:23.486806,20,0.4145,LOW,none
S18,1,20,2026-01-05 06:24:44.527391,2026-01-05 06:53:16.152831,20,0.3565,LOW,none
S18,21,40,2026-01-05 06:54:39.655807,2026-01-05 07:23:09.434782,20,0.4245,LOW,none
S18,41,60,2026-01-05 07:24:53.814403,2026-01-05 07:53:54.227760,20,0.2968,LOW,none
S18,61,80,2026-01-05 07:54:29.400207,2026-01-05 08:23:13.106317,20,0.4664,MEDIUM,none
S18,81,100,2026-01-05 08:25:14.536951,2026-01-05 08:52:53.429148,20,0.4239,LOW,none
S18,101,120,2026-01-05 08:54:56.036085,2026-01-05 09:23:00.117016,20,0.3897,LOW,none
S18,121,140,2026-01-05 09:24:38.537942,2026-01-05 09:53:41.470195,20,0.4202,LOW,none
S18,141,160,2026-01-05 09:55:07.712779,2026-01-05 10:24:02.816067,20,0.4447,LOW,none
S18,161,180,2026-01-05 10:25:06.820947,2026-01-05 10:53:18.772023,20,0.3954,LOW,none
S18,181,200,2026-01-05 10:54:32.325672,2026-01-05 11:23:51.607346,20,0.4044,LOW,none
S18,201,220,2026-01-05 11:25:51.169424,2026-01-05 11:53:57.373127,20,0.4157,LOW,none
S18,221,240,2026-01-05 11:55:00.003992,2026-01-05 12:23:22.900391,20,0.4252,LOW,none
S18,241,260,2026-01-05 12:25:39.848699,2026-01-05 12:53:51.917377,20,0.3785,LOW,none
S18,261,280,2026-01-05 12:55:23.878655,2026-01-05 13:24:05.374752,20,0.4297,LOW,none
S18,281,300,2026-01-05 13:25:25.811880,2026-01-05 13:52:55.346879,20,0.3802,LOW,none
S18,301,320,2026-01-05 13:55:00.517754,2026-01-05 14:24:34.804824,20,0.3213,LOW,none
S18,321,340,2026-01-05 14:25:31.940618,2026-01-05 14:53:45.812858,20,0.4453,LOW,none
S18,341,360,2026-01-05 14:54:53.420278,2026-01-05 15:24:04.555991,20,0.3619,LOW,none
S18,361,380,2026-01-05 15:25:42.544324,2026-01-05 15:53:15.730280,20,0.4281,LOW,none
S18,381,400,2026-01-05 15:55:03.701994,2026-01-05 16:24:00.870519,20,0.4379,LOW,none
S19,1,20,2026-01-05 06:26:21.214377,2026-01-05 06:54:50.654355,20,0.3642,LOW,none
S19,21,40,2026-01-05 06:56:00.523026,2026-01-05 07:24:51.032647,20,0.3243,LOW,none
S19,41,60,2026-01-05 07:26:30.628087,2026-01-05 07:55:30.129114,20,0.2632,LOW,none
S19,61,80,2026-01-05 07:56:06.237556,2026-01-05 08:24:53.810875,20,0.3291,LOW,none
S19,81,100,2026-01-05 08:26:50.812418,2026-01-05 08:54:30.819199,20,0.3315,LOW,none
S19,101,120,2026-01-05 08:56:47.417095,2026-01-05 09:24:42.580394,20,0.3463,LOW,none
S19,121,140,2026-01-05 09:26:25.131726,2026-01-05 09:55:14.896887,20,0.3465,LOW,none
S19,141,160,2026-01-05 09:56:34.869364,2026-01-05 10:25:39.218663,20,0.33,LOW,none
S19,161,180,2026-01-05 10:26:37.997382,2026-01-05 10:54:45.774879,20,0.3452,LOW,none
S19,181,200,2026-01-05 10:56:02.778442,2026-01-05 11:25:23.816904,20,0.3389,LOW,none
S19,201,220,2026-01-05 11:27:30.364281,2026-01-05 11:55:34.045374,20,0.3556,LOW,none
S19,221,240,2026-01-05 11:56:34.024383,2026-01-05 12:25:03.718594,20,0.307,LOW,none
S19,241,260,2026-01-05 12:27:10.588269,2026-01-05 12:55:23.620780,20,0.29,LOW,none
S19,261,280,2026-01-05 12:56:53.422074,2026-01-05 13:25:38.380397,20,0.3563,LOW,none
S19,281,300,2026-01-05 13:26:55.567892,2026-01-05 13:54:39.210625,20,0.4163,MEDIUM,none
S19,301,320,2026-01-05 13:56:36.741755,2026-01-05 14:26:10.425448,20,0.3977,MEDIUM,queue_length variability increasing
S19,321,340,2026-01-05 14:27:08.922146,2026-01-05 14:55:16.681366,20,0.3454,LOW,none
S19,341,360,2026-01-05 14:56:28.382913,2026-01-05 15:25:36.887962,20,0.337,LOW,none
S19,361,380,2026-01-05 15:27:18.662858,2026-01-05 15:54:48.730287,20,0.3906,LOW,none
S19,381,400,2026-01-05 15:56:37.508273,2026-01-05 16:25:34.528868,20,0.3132,LOW,none
S20,1,20,2026-01-05 06:27:57.236774,2026-01-05 06:56:42.651287,20,0.4152,LOW,none
S20,21,40,2026-01-05 06:57:30.243004,2026-01-05 07:26:23.051487,20,0.347,LOW,none
S20,41,60,2026-01-05 07:28:06.176027,2026-01-05 07:57:06.013995,20,0.3441,LOW,none
S20,61,80,2026-01-05 07:57:50.747479,2026-01-05 08:26:29.152718,20,0.3963,LOW,none
S20,81,100,2026-01-05 08:28:25.148908,2026-01-05 08:56:17.392836,20,0.4193,LOW,none
S20,101,120,2026-01-05 08:58:30.132922,2026-01-05 09:26:22.056324,20,0.4364,LOW,none
S20,121,140,2026-01-05 09:27:58.227872,2026-01-05 09:56:51.977417,20,0.4428,LOW,none
S20,141,160,2026-01-05 09:58:05.952637,2026-01-05 10:27:07.510207,20,0.4565,LOW,none
S20,161,180,2026-01-05 10:28:13.403285,2026-01-05 10:56:26.333264,20,0.4423,LOW,none
S20,181,200,2026-01-05 10:57:37.998807,2026-01-05 11:27:04.736408,20,0.403,LOW,none
S20,201,220,2026-01-05 11:29:17.848221,2026-01-05 11:57:05.298015,20,0.3533,LOW,none
S20,221,240,2026-01-05 11:58:23.133771,2026-01-05 12:26:50.854984,20,0.4669,LOW,none
S20,241,260,2026-01-05 12:29:04.253855,2026-01-05 12:56:57.931604,20,0.434,LOW,queue_length variability increasing
S20,261,280,2026-01-05 12:58:33.143452,2026-01-05 13:27:23.496171,20,0.4011,LOW,none
S20,281,300,2026-01-05 13:28:26.478456,2026-01-05 13:56:13.498666,20,0.4105,LOW,none
S20,301,320,2026-01-05 13:58:26.337270,2026-01-05 14:27:53.835308,20,0.4814,LOW,temperature variability increasing
S20,321,340,2026-01-05 14:28:44.940206,2026-01-05 14:56:52.564806,20,0.3985,LOW,none
S20,341,360,2026-01-05 14:58:04.341102,2026-01-05 15:27:18.692987,20,0.4654,LOW,none
S20,361,380,2026-01-05 15:28:56.162511,2026-01-05 15:56:30.172601,20,0.426,LOW,none
S20,381,400,2026-01-05 15:58:15.952708,2026-01-05 16:27:11.512878,20,0.3692,LOW,none
S21,1,20,2026-01-05 06:29:19.916358,2026-01-05 06:58:07.584419,20,0.3245,LOW,none
S21,21,40,2026-01-05 06:58:57.249424,2026-01-05 07:27:51.604036,20,0.3411,LOW,none
S21,41,60,2026-01-05 07:29:27.289367,2026-01-05 07:58:25.452207,20,0.2942,LOW,none
S21,61,80,2026-01-05 07:59:17.462885,2026-01-05 08:27:55.869118,20,0.2327,LOW,none
S21,81,100,2026-01-05 08:29:54.467013,2026-01-05 08:57:49.765406,20,0.3187,LOW,none
S21,101,120,2026-01-05 08:59:58.233808,2026-01-05 09:27:40.315714,20,0.3301,LOW,none
S21,121,140,2026-01-05 09:29:24.426613,2026-01-05 09:58:28.638404,20,0.2846,LOW,none
S21,141,160,2026-01-05 09:59:28.974879,2026-01-05 10:28:20.417107,20,0.4059,LOW,none
S21,161,180,2026-01-05 10:29:38.282484,2026-01-05 10:57:47.077751,20,0.2907,LOW,none
S21,181,200,2026-01-05 10:59:00.767465,2026-01-05 11:28:21.499571,20,0.3624,LOW,none
S21,201,220,2026-01-05 11:30:43.984912,2026-01-05 11:58:31.674401,20,0.4136,LOW,none
S21,221,240,2026-01-05 11:59:51.532015,2026-01-05 12:28:18.289874,20,0.3197,LOW,none
S21,241,260,2026-01-05 12:30:14.509463,2026-01-05 12:58:17.513457,20,0.3684,LOW,none
S21,261,280,2026-01-05 12:59:54.431714,2026-01-05 13:28:47.622741,20,0.2754,LOW,none
S21,281,300,2026-01-05 13:29:52.308178,2026-01-05 13:57:42.676269,20,0.3474,LOW,none
S21,301,320,2026-01-05 13:59:48.495978,2026-01-05 14:29:14.291115,20,0.3874,LOW,none
S21,321,340,2026-01-05 14:30:12.646255,2026-01-05 14:58:18.986413,20,0.3292,LOW,none
S21,341,360,2026-01-05 14:59:30.761531,2026-01-05 15:28:45.987960,20,0.4078,LOW,none
S21,361,380,2026-01-05 15:30:18.606829,2026-01-05 15:57:45.829487,20,0.2817,LOW,none
S21,381,400,2026-01-05 15:59:39.428148,2026-01-05 16:28:35.611506,20,0.3746,LOW,none
S22,1,20,2026-01-05 06:30:26.239775,2026-01-05 06:59:10.476862,20,0.3357,LOW,none
S22,21,40,2026-01-05 07:00:06.795242,2026-01-05 07:28:55.073832,20,0.3866,LOW,none
S22,41,60,2026-01-05 07:30:36.954538,2026-01-05 07:59:27.460309,20,0.3464,LOW,none
S22,61,80,2026-01-05 08:00:24.919669,2026-01-05 08:29:01.931594,20,0.424,LOW,none
S22,81,100,2026-01-05 08:31:00.964616,2026-01-05 08:58:54.185924,20,0.4019,LOW,none
S22,101,120,2026-01-05 09:01:11.556192,2026-01-05 09:28:48.030041,20,0.4478,LOW,none
S22,121,140,2026-01-05 09:30:38.263894,2026-01-05 09:59:31.647310,20,0.3352,LOW,none
S22,141,160,2026-01-05 10:00:37.341542,2026-01-05 10:29:16.962302,20,0.3933,LOW,none
S22,161,180,2026-01-05 10:30:40.512348,2026-01-05 10:58:51.558353,20,0.4575,LOW,none
S22,181,200,2026-01-05 11:00:08.662708,2026-01-05 11:29:28.708340,20,0.4043,LOW,none
S22,201,220,2026-01-05 11:31:48.185147,2026-01-05 11:59:37.242637,20,0.4021,LOW,none
S22,221,240,2026-01-05 12:01:02.747981,2026-01-05 12:29:28.403639,20,0.4545,LOW,none
S22,241,260,2026-01-05 12:31:19.797156,2026-01-05 12:59:30.207532,20,0.4393,LOW,none
S22,261,280,2026-01-05 13:01:02.468649,2026-01-05 13:29:56.647599,20,0.4081,LOW,none
S22,281,300,2026-01-05 13:30:57.130710,2026-01-05 13:58:49.215083,20,0.4417,LOW,none
S22,301,320,2026-01-05 14:00:44.644465,2026-01-05 14:30:26.915651,20,0.3928,LOW,none
S22,321,340,2026-01-05 14:31:18.163075,2026-01-05 14:59:20.287189,20,0.426,LOW,none
S22,341,360,2026-01-05 15:00:33.122997,2026-01-05 15:29:53.785989,20,0.3818,LOW,none
S22,361,380,2026-01-05 15:31:31.610589,2026-01-05 15:58:54.141908,20,0.3569,LOW,none
S22,381,400,2026-01-05 16:00:42.696152,2026-01-05 16:29:43.437976,20,0.393,LOW,none
S23,1,20,2026-01-05 06:31:36.475023,2026-01-05 07:00:24.121278,20,0.358,LOW,none
S23,21,40,2026-01-05 07:01:20.022710,2026-01-05 07:29:58.161678,20,0.3626,LOW,none
S23,41,60,2026-01-05 07:31:41.966310,2026-01-05 08:00:35.637275,20,0.3835,LOW,none
S23,61,80,2026-01-05 08:01:35.738973,2026-01-05 08:30:12.611112,20,0.3992,LOW,none
S23,81,100,2026-01-05 08:32:07.481299,2026-01-05 09:00:08.139515,20,0.4511,LOW,none
S23,101,120,2026-01-05 09:02:19.021042,2026-01-05 09:30:02.831018,20,0.3663,LOW,none
S23,121,140,2026-01-05 09:31:52.697505,2026-01-05 10:00:44.377262,20,0.4209,LOW,none
S23,141,160,2026-01-05 10:01:46.311802,2026-01-05 10:30:28.146833,20,0.3753,LOW,none
S23,161,180,2026-01-05 10:31:52.759227,2026-01-05 11:00:09.836994,20,0.3804,LOW,none
S23,181,200,2026-01-05 11:01:17.596744,2026-01-05 11:30:39.542405,20,0.3027,LOW,none
S23,201,220,2026-01-05 11:32:59.783504,2026-01-05 12:00:49.677542,20,0.3796,LOW,none
S23,221,240,2026-01-05 12:02:24.987035,2026-01-05 12:30:42.385996,20,0.49,LOW,none
S23,241,260,2026-01-05 12:32:28.654706,2026-01-05 13:00:41.667918,20,0.4631,LOW,none
S23,261,280,2026-01-05 13:02:18.511115,2026-01-05 13:31:03.593961,20,0.4236,LOW,none
S23,281,300,2026-01-05 13:32:11.949898,2026-01-05 13:59:59.398889,20,0.4185,LOW,none
S23,301,320,2026-01-05 14:01:59.336535,2026-01-05 14:31:45.082363,20,0.2807,LOW,none
S23,321,340,2026-01-05 14:32:29.070836,2026-01-05 15:00:24.471847,20,0.3781,LOW,none
S23,341,360,2026-01-05 15:01:41.586284,2026-01-05 15:31:10.176834,20,0.4642,LOW,none
S23,361,380,2026-01-05 15:32:46.249930,2026-01-05 15:59:55.027431,20,0.3974,LOW,none
S23,381,400,2026-01-05 16:01:51.264199,2026-01-05 16:31:02.914213,20,0.4822,LOW,none
S24,1,20,2026-01-05 06:32:56.724242,2026-01-05 07:01:43.252812,20,0.3834,LOW,none
S24,21,40,2026-01-05 07:02:37.795245,2026-01-05 07:31:10.975885,20,0.3739,LOW,none
S24,41,60,2026-01-05 07:33:05.784049,2026-01-05 08:01:59.858421,20,0.2706,LOW,none
S24,61,80,2026-01-05 08:02:46.603502,2026-01-05 08:31:26.389410,20,0.3893,LOW,none
S24,81,100,2026-01-05 08:33:19.158691,2026-01-05 09:01:25.129229,20,0.3429,LOW,none
S24,101,120,2026-01-05 09:03:27.958669,2026-01-05 09:31:13.402149,20,0.356,LOW,none
S24,121,140,2026-01-05 09:33:10.210615,2026-01-05 10:02:03.849663,20,0.3742,LOW,none
S24,141,160,2026-01-05 10:03:00.139201,2026-01-05 10:31:48.552042,20,0.3053,LOW,none
S24,161,180,2026-01-05 10:33:11.062715,2026-01-05 11:01:20.834935,20,0.399,LOW,none
S24,181,200,2026-01-05 11:02:33.738602,2026-01-05 11:31:49.018280,20,0.3518,LOW,none
S24,201,220,2026-01-05 11:34:10.161094,2026-01-05 12:02:08.459640,20,0.3685,LOW,none
S24,221,240,2026-01-05 12:03:31.387990,2026-01-05 12:32:00.856933,20,0.333,LOW,none
S24,241,260,2026-01-05 12:33:38.007189,2026-01-05 13:01:49.316900,20,0.3191,LOW,none
S24,261,280,2026-01-05 13:03:29.705833,2026-01-05 13:32:12.735712,20,0.3853,LOW,none
S24,281,300,2026-01-05 13:33:25.421997,2026-01-05 14:01:07.952368,20,0.4081,LOW,none
S24,301,320,2026-01-05 14:03:16.308731,2026-01-05 14:32:53.715380,20,0.4178,LOW,none
S24,321,340,2026-01-05 14:33:41.681830,2026-01-05 15:01:38.293830,20,0.2892,LOW,none
S24,341,360,2026-01-05 15:03:02.347707,2026-01-05 15:32:18.993741,20,0.3248,LOW,none
S24,361,380,2026-01-05 15:34:07.014627,2026-01-05 16:01:11.297251,20,0.3886,LOW,none
S24,381,400,2026-01-05 16:03:05.293482,2026-01-05 16:32:13.065025,20,0.4558,MEDIUM,none
S25,1,20,2026-01-05 06:34:17.955712,2026-01-05 07:03:06.540178,20,0.3024,LOW,none
S25,21,40,2026-01-05 07:03:57.570688,2026-01-05 07:32:38.223698,20,0.3186,LOW,none
S25,41,60,2026-01-05 07:34:23.972664,2026-01-05 08:03:21.398603,20,0.3889,LOW,none
S25,61,80,2026-01-05 08:03:56.323321,2026-01-05 08:32:44.805676,20,0.2856,LOW,none
S25,81,100,2026-01-05 08:34:35.207847,2026-01-05 09:02:42.357452,20,0.3747,LOW,none
S25,101,120,2026-01-05 09:04:46.807833,2026-01-05 09:32:33.253790,20,0.3537,LOW,none
S25,121,140,2026-01-05 09:34:29.122360,2026-01-05 10:03:21.058002,20,0.3034,LOW,none
S25,141,160,2026-01-05 10:04:21.657797,2026-01-05 10:33:07.653674,20,0.357,LOW,none
S25,161,180,2026-01-05 10:34:23.440170,2026-01-05 11:02:38.060887,20,0.3438,LOW,none
S25,181,200,2026-01-05 11:03:53.482364,2026-01-05 11:33:01.125666,20,0.3409,LOW,none
S25,201,220,2026-01-05 11:35:28.370966,2026-01-05 12:03:26.067700,20,0.3364,LOW,none
S25,221,240,2026-01-05 12:04:50.655751,2026-01-05 12:33:12.928075,20,0.2285,LOW,none
S25,241,260,2026-01-05 12:34:52.556386,2026-01-05 13:03:04.520475,20,0.388,LOW,none
S25,261,280,2026-01-05 13:04:43.267683,2026-01-05 13:33:27.471371,20,0.3087,LOW,none
S25,281,300,2026-01-05 13:34:38.148686,2026-01-05 14:02:29.132457,20,0.3434,LOW,none
S25,301,320,2026-01-05 14:04:27.395198,2026-01-05 14:34:17.682279,20,0.3302,LOW,none
S25,321,340,2026-01-05 14:34:58.381574,2026-01-05 15:02:54.431092,20,0.2881,LOW,none
S25,341,360,2026-01-05 15:04:23.138708,2026-01-05 15:33:30.258251,20,0.3862,LOW,none
S25,361,380,2026-01-05 15:35:22.797757,2026-01-05 16:02:28.867468,20,0.3326,LOW,none
S25,381,400,2026-01-05 16:04:27.056766,2026-01-05 16:33:44.526268,20,0.3106,LOW,none
S26,1,20,2026-01-05 06:35:20.241536,2026-01-05 07:04:11.383694,20,0.3549,LOW,none
S26,21,40,2026-01-05 07:05:01.022268,2026-01-05 07:33:40.102276,20,0.337,LOW,none
S26,41,60,2026-01-05 07:35:29.182722,2026-01-05 08:04:24.572501,20,0.3359,LOW,none
S26,61,80,2026-01-05 08:04:56.605873,2026-01-05 08:33:53.365636,20,0.3598,LOW,cycle_time variability increasing
S26,81,100,2026-01-05 08:35:41.882241,2026-01-05 09:03:50.524983,20,0.3767,LOW,none
S26,101,120,2026-01-05 09:05:59.272838,2026-01-05 09:33:39.449933,20,0.4518,LOW,none
S26,121,140,2026-01-05 09:35:36.860843,2026-01-05 10:04:27.631232,20,0.3133,LOW,none
S26,141,160,2026-01-05 10:05:26.319699,2026-01-05 10:34:13.575978,20,0.3466,LOW,none
S26,161,180,2026-01-05 10:35:33.597771,2026-01-05 11:03:43.829436,20,0.3069,LOW,none
S26,181,200,2026-01-05 11:04:58.547036,2026-01-05 11:34:02.524358,20,0.4008,LOW,none
S26,201,220,2026-01-05 11:36:33.808051,2026-01-05 12:04:27.210583,20,0.3826,LOW,none
S26,221,240,2026-01-05 12:05:56.296070,2026-01-05 12:34:13.354602,20,0.3295,LOW,none
S26,241,260,2026-01-05 12:35:57.359909,2026-01-05 13:04:10.304714,20,0.3011,LOW,none
S26,261,280,2026-01-05 13:05:47.385777,2026-01-05 13:34:36.683398,20,0.4599,LOW,none
S26,281,300,2026-01-05 13:35:48.612937,2026-01-05 14:03:37.994790,20,0.3175,LOW,none
S26,301,320,2026-01-05 14:05:29.046475,2026-01-05 14:35:27.650507,20,0.3053,LOW,none
S26,321,340,2026-01-05 14:35:54.442180,2026-01-05 15:03:55.796837,20,0.3719,LOW,none
S26,341,360,2026-01-05 15:05:27.349565,2026-01-05 15:34:40.175487,20,0.3884,LOW,none
S26,361,380,2026-01-05 15:36:18.988746,2026-01-05 16:03:25.223410,20,0.3951,LOW,none
S26,381,400,2026-01-05 16:05:34.483137,2026-01-05 16:34:53.480514,20,0.3025,LOW,none
